rec_id,t_id,term_id,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
10513,104,AAB-87,वातखुड्डता/वातकण्टकः (कॆवलवात),vātakhuḍḍatā/vātakaṇṭakaḥ (kevalavāta),vAtakhuDDatA/vAtakaNTakaH (kEvalavAta),16,0,club foot/deformity in ankle (due only to vātadōṣha),,Ca.Su.20/11; Su.Ni.1/79; Ah.Ni.16/4; Ma.Ni.22/61-62; Bp.Ma.23/216,1
10514,105,AAB-88,वामनत्वम् (कॆवलवात),vāmanatvam (kevalavāta),vAmanatvam (kEvalavAta),16,0,dwarfism (due only to vātadōṣha),,Ca.Su.20/11; Sha.Pu.7/109,1
10515,106,AAB-89,विड्-भेदः (कॆवलवात),viḍ-bhedaḥ (kevalavāta),viD-BedaH (kEvalavAta),16,0,diarrhoea due only to vāta (due only to vātadōṣha),,Ca.Su.20/11,1
10516,107,AAB-90,विपादिका (नानात्मज) (कॆवलवात),vipādikā (nānātmaja) (kevalavāta),vipAdikA (nAnAtmaja) (kEvalavAta),16,0,cracks in palms and soles (due only to vātadōṣha),,Ca.Su.20/11; Ma.Ni.49/19,1
10517,108,AAB-91,विषादः/दीनता (कॆवलवात),viṣādaḥ/dīnatā (kevalavāta),viShAdaH/dInatA (kEvalavAta),16,0,depression/apathy (due only to vātadōṣha),,Ca.Su.20/11,1
10518,109,AAB-92,वृषणाक्षेपः (कॆवलवात),vṛṣaṇākṣepaḥ (kevalavāta),vRuShaNAkShepaH (kEvalavAta),16,0,scrotal pain (due only to vātadōṣha),,Ca.Su.20/11,1
10519,110,AAB-93,वङ्क्षणानाहः (कॆवलवात),vaṅkṣaṇānāhaḥ (kevalavāta),va~gkShaNAnAhaH (kEvalavAta),16,0,distention of inguinal region (due only to vātadōṣha),,Ca.Su.20/11,1
10520,111,AAB-94,व्यथा (कॆवलवात),vyathā (kevalavāta),vyathA (kEvalavAta),16,0,pain/agony (due only to vātadōṣha),,Bp.Ma.23/217,1
10521,112,AAB-95,शिरास्फूर्तिः (कॆवलवात),śirāsphūrtiḥ (kevalavāta),SirAsPUrtiH (kEvalavAta),16,0,vasodilatation (due only to vātadōṣha),,Bp.Ma.23/218,1
10522,113,AAB-96,शिरोरुक् (कॆवलवात),śiroruk (kevalavāta),Siroruk (kEvalavAta),16,0,headache/cephalgia/cephalalgia (due only to vātadōṣha),,Ca.Su.20/11; Ca.Su.24/13; Su.U.25/3,1
10523,114,AAB-97,शुक्रक्षयः (कॆवलवात),śukrakṣayaḥ (kevalavāta),SukrakShayaH (kEvalavAta),16,0,oligospermia (due only to vātadōṣha),,Ca.Ci.28/34; Ah.Ni.5/13; Sha.Pu.7/113; Bp.Ma.23/219,1
10524,115,AAB-98,शङ्खभेदः (कॆवलवात),śaṅkhabhedaḥ (kevalavāta),Sa~gkhaBedaH (kEvalavAta),16,0,temporal cephalalgia (due only to vātadōṣha),,Ca.Su.20/11,1
10525,116,AAB-99,शेफस्तम्भः (कॆवलवात),śephastambhaḥ (kevalavāta),SePastamBaH (kEvalavAta),16,0,priapism (due only to vātadōṣha),,Ca.Su.20/11,1
10526,117,AAB-100,शैत्यम् (कॆवलवात),śaityam (kevalavāta),Saityam (kEvalavAta),16,0,chills/shivering (due only to vātadōṣha),,Bp.Ma.23/217,1
10527,119,AAB-101,श्यावारुणास्यता (कॆवलवात),śyāvāruṇāsyatā (kevalavāta),SyAvAruNAsyatA (kEvalavAta),16,0,dusky-red oral pigmentation (due only to vātadōṣha),,Ca.Su.20/11,1
10528,120,AAB-102,श्रोणिभेदः (कॆवलवात),śroṇibhedaḥ (kevalavāta),SroNiBedaH (kEvalavAta),16,0,pelvic pain (due only to vātadōṣha),,Ca.Su.20/11; Ah.Ni.15/7,1
10529,121,AAB-103,सङ्कोचः (कॆवलवात),saṅkocaḥ (kevalavāta),sa~gkocaH (kEvalavAta),16,0,contracture (due only to vātadōṣha),,Bp.Ma.23/218,1
10530,122,AAB-104,स्वेदनाशः (कॆवलवात),svedanāśaḥ (kevalavāta),svedanASaH (kEvalavAta),16,0,anhidrosis/hypohidrosis (due only to vātadōṣha),,Bp.Ma.23/219,1
10531,123,AAB-105,श्रमः (कॆवलवात),śramaḥ (kevalavāta),SramaH (kEvalavAta),16,0,physical exhaustion (due only to vātadōṣha),,Bp.Ma.23/219,1
10532,124,AAB-106,सर्वाङ्गरोगः/सर्वाङ्गवातः (कॆवलवात),sarvāṅgarogaḥ/sarvāṅgavātaḥ (kevalavāta),sarvA~ggarogaH/sarvA~ggavAtaH (kEvalavAta),16,0,total body paralysis/quadriplegia (due only to vātadōṣha),,Ca.Su.20/11; Ca.Ci.28/29,1
10533,125,AAB-107,स्तम्भः (कॆवलवात),stambhaḥ (kevalavāta),stamBaH (kEvalavAta),16,0,stiffness/rigidity/spasticity (due only to vātadōṣha),,Ca.Ci.28/20; Bp.Ma.23/217,1
10534,126,AAB-108,हनुभेदः (कॆवलवात),hanubhedaḥ (kevalavāta),hanuBedaH (kEvalavAta),16,0,jaw pain (due only to vātadōṣha),,Ca.Su.20/11; Ah.Ni.15/29-30,1
10535,127,AAB-109,हिक्का (कॆवलवात),hikkā (kevalavāta),hikkA (kEvalavAta),16,0,hiccup/singultus (due only to vātadōṣha),,Ca.Su.20/11; Su.U.50/1-2; Ma.Ni.12/1-2,1
10536,128,AAB-110,हृद्द्रवः (कॆवलवात),hṛddravaḥ (kevalavāta),hRuddravaH (kEvalavAta),16,0,palpitation (due only to vātadōṣha),,Ca.Su.20/11,1
10537,129,AAB-111,हृन्मोहः (कॆवलवात),hṛnmohaḥ (kevalavāta),hRunmohaH (kEvalavAta),16,0,bradycardia (due only to vātadōṣha),,Ca.Su.20/11,1
10538,2976,AAB-112,ग्रीवाहुण्डनम्,grīvāhuṇḍanam,grIvAhuNDanam,16,0,tremor neck,,Ca.Su.20/17; Ma.Ni.12/19; Sha.Pu.7/123; Bp.Ma.28/3,1
10539,130,AAC,सामान्यजवातविकारः,sāmānyajavātavikāraḥ,sAmAnyajavAtavikAraH,4,0,diseases due to vāta,,Ca.Ci. 28,1
10540,131,AAC-1,अन्तरायामः,antarāyāmaḥ,antarAyAmaH,130,0,emprosthotonous,"the disorder is characterized by kaPavamanam/kaPodvamam [vomiting of phlegm], viśhTabdhākśhaḥ [starring gaze], stabdhahanUḥ/hanugrahaḥ [lock jaw/stiff jaw], Bagnapārśvaḥ [breaking type of pain ribs/flanks], dhanuriva āByantaranamanam [ventral (internal) bending of body as a bow], antarāyamyate grIvā/jatruḥ āyamyate [internal bending of neck], manyāstamBaḥ [torticollis/stiffness of neck], dantānāṁ daṁśanam/daśanānāṁ daśanam [gnashes-grind one's teeth], lālāsrāvaḥ [salivation], pRuśhThāyāmaḥ [stretching of back], śirograhaḥ [stiffness of head], jRumBā [yawning], vadanasa~ggaḥ [stiffness of mouth], netrastamBaḥ [lack of eye movements/fixed eyes], vākyagrahaḥ [difficulty in speaking/aphasia], pRuśhThagrahaḥ [stiffness of back]",Ca.Ci.28/43-44; Su.Ni.1/55-56; Ah.Ni.15/22-24; Ma.Ni.22/36; Sha.Pu.7/106; Bp.Ma.23/171,1
10541,132,AAC-2,अपतन्त्रकः,apatantrakaḥ,apatantrakaH,130,0,convulsive fit,"the disorder is characterized by dhanuriva namanam/dhanurvadgātranamanam/a~gganamanam [body bends like a bow], gātrākśhepaḥ/a~ggākśhepaḥ [convulsive movements of body], mohaḥ [confusion/delirium], kucCrāducCvasanam/ucCvāsanirodhaḥ/nirucCvāsaḥ [difficulty in expiration/laborious breathing], stabdhākśhaḥ [fixed/staring eyes], nimIlakaḥ/nimIlitākśhiḥ [shutting the eyes], kapota iva kUjanam [cooing like a pigeon], niḥsaṁj~jaḥ/naśhTacetaḥ [frequent fainting/unconsciousness], śa~gkhapIDā [pain in the temporal region of head/temples], śiraḥpIDā [pain in the head/headache], hRudayapIDā [pain in the pericordial region/angina pectoris], niśceśhTaḥ [loss of movement], srastadRuśhTiḥ [sunken eyes/downward gaze]",Ca.Si.9/12-14; Su.Ni.1/64-66; Ah.Ni.15/17-19; Ma.Ni.22/30; Sha.Pu.7/108; Bp.Ma.23/191-192,1
10542,133,AAC-2.1,असाध्य-अपतन्त्रकः,asādhya-apatantrakaḥ,asAdhya-apatantrakaH,132,0,intractable convulsive fit,"the disorder is characterized by garBapātasamutpannaḥ [caused by miscarriage], śoNitātisravotthitaḥ [caused by excessive bleeding/heamorrhage], aBighātasamutthaḥ [caused by trauma]",Ah.Ci.21/25,1
10543,134,AAC-3,अपतानकः,apatānakaḥ,apatAnakaH,130,0,orthotonos,"the disorder is characterized by dRuśhTistamBaḥ [fixed eyes/gaze], saṁj~jāhāniḥ [loss of conciousness], kaNThena kUjati [cooing sound from throat], vRute punarmohaṁ yāti [faints again and again], hRudi mukte svāsthyaṁ yāti [regains conciousness after a while due to the recovery], saṁstareśhu pretānāṁ jalamapi diśati [offers water to the ancestral souls/ritual arrangements for sacrifice for spirits of dead persons]",Ca.Si.9/15; Su.Ni.1/52; Ah.Ni.15/15-20; Ma.Ni.22/31-32; Sha.Pu.7/108; Bp.Ma.23/198,1
10544,135,AAC-4,अर्दितः,arditaḥ,arditaH,130,0,facial paralysis,"the disorder is characterized by bāhusa~gkocaḥ [contraction of arms], pādasa~gkocaḥ [contraction of legs], jānusa~gkocaḥ [contraction of knees], jihma-ardhamukham [lateral deviation of mouth], nāsāvakratā [deviation of nose], BrUvakratā [deviation of eyebrow], lalāTavakratā [deviation of forehead], akśhivakratā/Ikśhitavakratā [slight/deviation of eye], hanuvakratā [deviation of jaw], āsye Bojanaṁ vakraṁ vrajati [unable to put food bolus properly in mouth/difficulty in eating], vakranāsikā [deviation of nose], kathayataḥ netrastabdhatā [ocassional inactivity of eyes], kśhavathunigrahaḥ/kśhavagrahaḥ [supression of sneezing/holding sneezing], dInā vāk/vāksa~ggaḥ [speech affliction /dysphasia], jihmā vāk [distorted/sluggish speech], dantacālanam [loosening of teeth], śravaNabādhā [hearing impairment], svaraBedaḥ/svaraBraṁśaḥ [hoarseness of voice/loss of voice], pādarujā [leg pain], hastarujā [pain in hands], akśhirujā [pain in eyes], ja~gghārujā [pain in calf muscles], Ururujā [pain in thighs], śa~ggharujā [pain in temporal part of head], śravaNarujā [pain in ear/otalgia], gaNDarujā [pain in side of face including temple], vaktrārthavakratā [distorted speech], uktavakratā [ambiguity in spoken words], hasitavakratā [deviation of mouth on laughing], mUrdhākampaḥ [shaking of head], stabdhanetratā [staring look], śrutihāniḥ [hearing impairment/loss], gandhāj~jānam [impairment in sense of smelling], smRutimohaḥ [memory impairment], suptasya trāsaḥ [fear on sleep/fearful look on sleep], niśhThIvaḥ pārśvato yāyāt [spitting on laterally/salivation from angle of mouth], ekākśhinimIlanam [shutting of one eye/closed one eye], jatrUrdhvatIvrarujā [sharp pain in body above collar bone/severe pain in head and neck region], śarIrārdhe adhare vā bādhanam [afflicting half of the body (vertical/saggital or transverse]",Ca.Ci.28/41-42; Su.Ni.1/69-72; Ah.Ni.15/32-37; Ma.Ni.22/44-46; Sha.Pu.7/106; Bp.Ma.23/60-63,1
10545,136,AAC-4.1,अर्दित-पूर्वरुपम्,ardita-pūrvarupam,ardita-pUrvarupam,135,0,prodromes of facial paralysis,"the disorder is characterized by romaharśhaḥ [horripilation], vepathuḥ [shivering/tremors], āvilanetraḥ [turbid/muddy eyes], tvaci svāpaḥ [numbness in skin], todaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw/catching sensation over jaw], Urdhvavāyuḥ [upward movement of vāyu]",Su.Ni.1/71; Ma.Ni.22/46,1
10546,137,AAC-4.2,असाध्य-अर्दितः,asādhya-arditaḥ,asAdhya-arditaH,135,0,irremediable facial palsy,"the disorder is characterized by avyaktaBāśhaNam [incoherent speech], prasaktaBāśhaNam [stammering speech/unable to speak, aphasia], kśhINaḥ [debilitatated person], kampaḥ/vepanam [tremors], animiśhākśhasya [unable to close eye]",As.Ni.1/73; Ma.Ni.22/47,1
10547,138,AAC-5,अस्थिप्रभेदः,asthiprabhedaḥ,asthipraBedaH,130,0,osteodynia/ostealgia,,Ca.Ci.28/20; Ma.Ni.22/18,1
10548,139,AAC-6,अस्थिशोषः,asthiśoṣaḥ,asthiSoShaH,130,0,osteopenia/osteoporosis,,,1
10549,140,AAC-7,वाताष्ठीला,vātāṣṭhīlā,vAtAShThIlA,130,0,prostatic enlargement,"the disorder is characterized by vastyādhmānaḥ [distention of urinary bladder], gudādhmānaḥ [distension in the rectum], mUtramārgarodhaḥ [obstruction in passage of urine], viNmārgarodhaḥ [obstruction in passage of feces], tIvrārtiḥ [severe pain], bahirmārgāvarodhaḥ [obstruction to passage of flatus, urine and fecal matter], aśhThIlāvadghanaṁ granthiḥ [stony hard globular swelling/gland below navel], urdhva-āyata-unnatagranthiḥ [upwardly extended prominent gland in navel]",Ca.Si.9/36; Su.Ni.1/90; u.U.58/7-8;Ah.Ni.15/23-24; Ma.Ni.22/70-71; Sha.Pu.7/109; Bp.Ma.23/108,1
10550,141,AAC-8,अवबाहुकः,avabāhukaḥ,avabAhukaH,130,0,frozen shoulder,"the disorder is characterized by aṁsabandhanaśośhaḥ [atrophy of the structure binding the shoulder joints/wasting of shoulder region], sirāku~jcanam [contraction of ligaments], bāhupraspandanaharaNam [inhibition of movements of upperlimb]",Su.Ni.1/82; Ah.Ni.15/43; Ma.Ni.22/64; Sha.Pu.7/108; Bp.Ma.23/81,1
10551,142,AAC-9,ऊरुस्तम्भः/आढ्यवातः,ūrustambhaḥ/āḍhyavātaḥ,UrustamBaH/ADhyavAtaH,130,0,stiff thigh,"the disorder is characterized by atija~gghāglāniḥ [severe tiredness in calf muscles], ati-Uruglāniḥ [severe tiredness of thighs], śaśvadādāhaḥ [slight burning], śaśvadvedanā [slight pain], nyastaṁ padaṁ vyathate [pain on stepping], śItasparśaṁ na vetti [inability to perceive cold touch], saṁsthāne anIśvaraḥ [unable to stand], pIDane anIśvaraḥ [unable to tolerate pressure], gatyāṁ anIśvaraḥ [unable/difficulty in walking], cālane anIśvaraḥ [inability to move], anyaneyau hi saṁBagnau Uru manyate [feels as if thighs are broken], anyaneyau hi saṁBagnau pādau manyate [feels as if legs are broken], stabdha-Uru [stiffnes of thigh], śIta-Uru [cold on touch/feel of thigh], acetana-Uru [loss of sensation in thigh], parakIyāviva Uru [thigh feels as if it belongs to someone else], guruḥ [heaviness of thigh], atiBRuśavyadhā [severe frequent pain], dhyānaḥ [insensibility/meditatitve appearance], a~ggamardaḥ [generalised bodyache], staimityaḥ [a sensation of being covered with wet clothes], tandrā [drowsiness/lassitude], Cardiḥ [vomiting], aruci [tastelessness], jvaraḥ [fever], pādasadanam [feeling of weakness of feet/legs], kRucCroddharaNaḥ [difficulty in raising/lifting legs], suptiḥ [numbness]",Ca.Su.20/11;Ca.Ci.27/17-19; As. Ni.15/53; Ah.Ni.15/51; Ma.Ni.24/1-10; Sha.Pu.7/105,1
10552,143,AAC-9.1,ऊरुस्तम्भ-पूर्वरूपम्,ūrustambha-pūrvarūpam,UrustamBa-pUrvarUpam,142,0,prodromes of stiff-thigh,"the disorder is characterized by dhyānaḥ [insensibility/meditatitve appearance], nidrā [sleep], atistaimityam/stimitatā [excessive rigidity], arocakaḥ [tastelessness], jvaraḥ [fever], lomaharśhaḥ [horripilation], Cardiḥ [vomiting], ja~gghāsadanam [asthenia/fatigue of calf muscles], Urusadanam [fatigue /weakness in thighs]",Ca.Ci.27/15; Ma.Ni.24/6,1
10553,144,AAC-9.2,असाध्य-ऊरुस्तम्भः,asādhya-ūrustambhaḥ,asAdhya-UrustamBaH,142,0,intractable stiff-thigh,"the disorder is characterized by dāhaḥ [burning sensation], artiḥ [pain], todārtaḥ [pricking pain], vepanaḥ [shivering/tremors]",Ca.Ci.27/19; Su.Su.16/26/3; Ma.Ni.24/10,1
10554,145,AAC-10,अंसशोषः,aṃsaśoṣaḥ,aMsaSoShaH,130,0,shoulder muscle atrophy,the disorder is characterized by aṁsabandhanaśośhaḥ [atrophy of the structure binding the shoulder joints/wasting of shoulder region],Su.Ni.1/82; Ma.Ni.22/64,1
10555,146,AAC-11,आक्षेपकः,ākṣepakaḥ,AkShepakaH,130,0,clonic convulsion,"the disorder is characterized by gātrāNi muhuḥ ākśhipati [sudden movements of limbs], pāNi śośhaḥ [wasting of hands], pāda śośhaḥ [wasting of feet], sirā śośhaḥ [wasting of blood vessels], snāyu śośhaḥ [wasting of muscles], kaNDarā śośhaḥ [wasting of tendons]",Ca.Ci.28/50; Su.Ni.1/50-58; Ah.Ni.15/17; Ma.Ni.22/27-28;Ma.Ni.22/37; Sha.Pu.7/105; Bp.Ma.23/167,1
10556,147,AAC-12,आध्मानम्,ādhmānam,AdhmAnam,130,0,distension/tympanites/meteorism,"the disorder is characterized by āTopaḥ [gurgling sound of the intestines/barborygmus], atyugrarujā [excessive pain], udarādhmānam [abdominal distention], vātanirodhaḥ [obstruction of flatus]",Su.Ni.1/88; Ah.Ni.11/60; Ma.Ni.22/69; Sha.Pu.7/114; Bp.Ma.23/93,1
10557,148,AAC-12.1,प्रत्याध्मानः/प्रत्यानाहः,pratyādhmānaḥ/pratyānāhaḥ,pratyAdhmAnaH/pratyAnAhaH,147,0,tympanites/meteorism,"the disorder is characterized by āmāśayotthitādhmānam [ādhmāna originated from amashaya], āTopaḥ [gurgling sound of the intestines/barborygmus], atyugrarujā [excessive pain], udarādhmānam [distention of abdomen], vātanirodhaḥ [obstruction of flatus]",Su.Ni.1/89; Ah.Ni.15; Ma.Ni.22/69-70; Sha.Pu.7/49; Sha.Pu.7/114; Bp.Ma.23/105,1
10558,567,AAC-12.2,आमज-आनाहः,āmaja-ānāhaḥ,Amaja-AnAhaH,147,0,ānāha due to āma,"the disorder is characterized by tRuśhNā [thirst], pratiśyāyaḥ [cold, catarrh], śirovidāhaḥ [burning sensation in the head], āmāśaya-śUlaḥ [colicky pain in epigastric region], āmāśaya-gurutvam [fullness/heavyness in epigastric region], hRullāsaḥ [nausea], udgāravighātanaḥ [absense of eructation], hRutstamBaḥ [tightness in the pericordial region]",Su.U.56/21; Ma.Ni.27/18,1
10559,568,AAC-12.3,पुरीषज-आनाहः/पुरीष शूल/पक्वाशयजानाहः,purīṣaja-ānāhaḥ/purīṣa śūla/pakvāśayajānāhaḥ,purIShaja-AnAhaH/purISha SUla/pakvASayajAnAhaH,147,0,ānāha due to faeces,"the disorder is characterized by kaTI-stamBaḥ [stiffness of waist/lowback], pRuśhTha stamBaḥ [stiffness of back], purIśha-stamBaḥ [retention of stool/feces], mUtra-stamBaḥ [retension of urine], śUlaḥ [colicky pain in the abdomen], mUrcCā [syncope/attacks of swooning], śakRudvamanam [faecal vomoting], śvāsaḥ [breathlessness/difficult breathing], alasakalakśhaNāni [other symptoms of alasaka]",Su.U.56/22; Ma.Ni.27/19,1
10560,149,AAC-13,बहिरायामः/बाह्यायामः/धनुःस्तम्भः,bahirāyāmaḥ/bāhyāyāmaḥ/dhanuḥstambhaḥ,bahirAyAmaH/bAhyAyAmaH/dhanuHstamBaH,130,0,opisthotonus,"the disorder is characterized by pRuśhThato nIyate śiraḥ [backward bending of head], ura utkśhipyate [raising up of chest part of body], manyāstamBaḥ [torticollis/stiffness of neck], grIvā avamardanam [bending of neck/neck pain?], dantadaśanam [grinding of teeth/teeth biting], jRUmBā [yawning], lālāsrāvaḥ [salivation], vāggrahaḥ [chocked voice], jātavego nihanti vaikalyaṁ vā prayacCati [confusion/weakness after the attack /episode], vakśhaḥ-kaTi-Uru Ba~jjanam [breaking type of pain in chest-back-thigh]",Ca.Ci.28/43-44; Su.Ni.1/55-56; Ma.Ni.22/36; Sha.Pu.7/106,1
10561,150,AAC-13.1,असाध्यधनुष्कंप,asādhyadhanuṣkaṃpa,asAdhyadhanuShkaMpa,149,0,irremediable opisthotonus,"the disorder is characterized by vivarNadantaḥ [discoloured teeth], vivarNavadanaḥ [discoloured face], srastā~ggaḥ [flaccidity/laxity], naśhTacetanaḥ [loss of conciousness], prasvidyam [excessive perspiration]",Ah.Ci. 21/39,1
10562,151,AAC-14,ऊर्ध्ववातः,ūrdhvavātaḥ,UrdhvavAtaH,130,0,obstruction of vāta in the intestine/reverse peristalsis,"the disorder is characterized by udgārabāhulyam [excessive belchings/eructation],",Su.U.39/131; Ma.Ni.22/75; Bp.Ma.23/90,1
