Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name_English,Name_English_Under_Index
127,125,AAB-107,stamBaH (kEvalavAta),(a) stambhaḥ,स्तम्भः (केवलवात),-,-,-,Stiffness disorder (TM2) ⇒,Rigidity (TM2)                Spasticity (TM2)
128,126,AAB-108,hanuBedaH (kEvalavAta),(a) hanubhedaḥ,हनुभेदः (केवलवात),-,-,-,Jaw pain disorder (TM2) ⇒,-
129,127,AAB-109,hikkA (kEvalavAta),hikkā (kēvalavāta),हिक्का (केवलवात),-,-,-,hiccup/singultus (due only to vātadōṣa),-
130,128,AAB-110,hRuddravaH (kEvalavAta),(a) hṛddravaḥ,हृद्द्रवः (केवलवात),-,It is characterised by feeling of increased beating of the heart which is within the notice of the patient with or without tachycardia. This may be explained by: (a) Vitiation of vata affecting the heart region.,-,Palpitation disorder (TM2),-
131,129,AAB-111,hRunmohaH (kEvalavAta),(a) hṛnmohaḥ,हृन्मोहः (केवलवात),-,It is characterised by decreased heart rate may be associated with decreased heart function. This may be explained by: (a) Vitiated vata affecting pitta for intellect.,-,Slow heart disorder (TM2),-
132,130,AAC,sAmAnyajavAtavikAraH,sāmānyajavātavikāraḥ,सामान्यजवातविकारः,-,-,-,diseases due to vāta,-
133,131,AAC-1,antarAyAmaH,(a) antarāyāmaḥ,अन्तरायामः,-,-,-,Emprosthotonus disorder (TM2) ⇒,-
134,132,AAC-2,apatantrakaH,(a) apatantrakaḥ,अपतन्त्रकः,-,-,-,Convulsive fit disorder (TM2) ⇒,-
135,133,AAC-2.1,asAdhya-apatantrakaH,asādhya-apatantrakaḥ,असाध्य-अपतन्त्रकः,-,"the disorder is characterized by garbhapātasamutpannaḥ [caused by miscarriage], śōṇitātisravōtthitaḥ [caused by excessive bleeding/heamorrhage], abhighātasamutthaḥ [caused by trauma]",-,intractable convulsive fit,-
136,134,AAC-3,apatAnakaH,(a) apatānakaḥ,अपतानकः,-,-,-,Orthotonus disorder (TM2) ⇒,-
137,135,AAC-4,arditaH,(a) arditaḥ,अर्दितः,-,"It is characterised by deviation of one side of the face, difficulty in speech, loss of wrinkling, non closure of eyes and lips and dribbling of saliva from the angles of mouth This may be explained by: (a) increased vatadosha affecting one half of the face.",-,Facial palsy disorder (TM2),-
138,136,AAC-4.1,ardita-pUrvarupam,ardita-pūrvarupam,अर्दित-पूर्वरुपम्,-,"the disorder is characterized by rōmaharṣaḥ [horripilation], vēpathuḥ [shivering/tremors], āvilanētraḥ [turbid/muddy eyes], tvaci svāpaḥ [numbness in skin], tōdaḥ [pricking pain], manyāgrahaḥ [neck stiffness], hanugrahaḥ [lock jaw/catching sensation over jaw], ūrdhvavāyuḥ [upward movement of vāyu]",-,prodromes of facial paralysis,-
139,137,AAC-4.2,asAdhya-arditaH,asādhya-arditaḥ,असाध्य-अर्दितः,-,"the disorder is characterized by avyaktabhāṣaṇam [incoherent speech], prasaktabhāṣaṇam [stammering speech/unable to speak, aphasia], kṣīṇaḥ [debilitatated person], kampaḥ/vēpanam [tremors], animiṣākṣasya [unable to close eye]",-,irremediable facial palsy,-
140,138,AAC-5,asthipraBedaH,(a) asthiprabhedaḥ,अस्थिप्रभेदः,-,-,-,Ostealgia disorder (TM2) ⇒,-
141,139,AAC-6,asthiSoShaH,(a) asthiśoṣaḥ,अस्थिशोषः,-,"It is characterised by atrophy, weakness of bones; may lead to fractures. This may be explained by: (a) Weak digestive and metabolic factors, bone metabolism, malnutrition leading to severe aggravation of vata and decrease of kapha.",-,Osteoporosis disorder (TM2),-
142,140,AAC-7,vAtAShThIlA,(a) vātāṣṭhīlā,वाताष्ठीला,-,"It is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. This may be explained by: (a) Vitiated vatadosha affecting urinary system.",-,Prostatic enlargement disorder (TM2),-
143,141,AAC-8,avabAhukaH,(a) avabāhukaḥ,अवबाहुकः,-,"""It is characterised by pain, stiffness and restricted movements of the shoulder joint. This may be explained by: (a) Increased vatadosha affecting the nerves and vessels of shoulder region.",-,Frozen shoulder disorder (TM2),-
144,142,AAC-9,UrustamBaH/ADhyavAtaH,(a) ūrustambhaḥ,ऊरुस्तम्भः/आढ्यवातः,-,"It is characterised by flaccidity,log like immobility of the thighs. This may be explained by: (a) Obstruction of vata by the ama (state of incomplete digestion, transformation or metabolism).",-,Weakness of thighs due to vata disorder (TM2),-
145,143,AAC-9.1,UrustamBa-pUrvarUpam,ūrustambha-pūrvarūpam,ऊरुस्तम्भ-पूर्वरूपम्,-,"the disorder is characterized by dhyānaḥ [insensibility/meditatitve appearance], nidrā [sleep], atistaimityam/stimitatā [excessive rigidity], arōcakaḥ [tastelessness], jvaraḥ [fever], lōmaharṣaḥ [horripilation], chardiḥ [vomiting], jaṅghāsadanam [asthenia/fatigue of calf muscles], ūrusadanam [fatigue /weakness in thighs]",-,prodromes of stiff-thigh,-
146,144,AAC-9.2,asAdhya-UrustamBaH,(a) asādhya-ūrustambhaḥ,असाध्य-ऊरुस्तम्भः,-,-,-,Intractable stiff-thigh disorder (TM2) ⇒,-
147,145,AAC-10,aMsaSoShaH,(a) aṃsaśoṣaḥ,अंसशोषः,-,-,-,Shoulder muscle atrophy disorder (TM2) ⇒,-
148,145,AAC-10,aMsaSoShaH,(a) aṃsaśoṣaḥ,अंसशोषः,-,-,-,Shoulder muscle atrophy disorder (TM2) ⇒,-
149,146,AAC-11,AkShepakaH,(a) ākṣepakaḥ,आक्षेपकः,-,"It is characterised by sudden, involuntary contractions of muscles, associated with dribbling of saliva, froth in the mouth and deviation of mouth, staring of eyes or rolling of eyeball. This may be explained by: (a) vitiated vatadosha affecting motor faculties.",-,Seizure disorder (TM2),-
150,147,AAC-12,AdhmAnam,(a) ādhmānam,आध्मानम्,-,"It is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. This may be explained by: (a) Aggravation of Descending vata affecting the excretory functions.",Note: Also Classifed under #san@annavahasrotovikAraH#[EB],Abdominal distension disorder (TM2),-
151,148,AAC-12.1,pratyAdhmAnaH/pratyAnAhaH,"(a) pratyādhmānaḥ,                    (a) pratyānāhaḥ",प्रत्याध्मानः/प्रत्यानाहः,-,-,Note: Also Classifed under #san@annavahasrotovikAraH#[EB],Tympanites disorder (TM2) ⇒,Meteorism (TM2)
152,149,AAC-13,bahirAyAmaH/bAhyAyAmaH/dhanuHstamBaH,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ,बहिरायामः/बाह्यायामः/धनुःस्तम्भः,-,-,-,Opisthotonos disorder (TM2) ⇒,-
153,150,AAC-13.1,asAdhyadhanuShkaMpa,(a) asādhyadhanuṣkaṃpa,असाध्यधनुष्कंप,-,-,-,Irremediable opisthotonos disorder (TM2) ⇒,-
154,151,AAC-14,UrdhvavAtaH,(a) ūrdhvavātaḥ,ऊर्ध्ववातः,-,"It is characterised by severe abdominal colicky pain, projectile vomiting with gastrointestinal contents. This may be explained by: (a) Reversal of Kindling vata, Descending vata functions.",-,Dynamic intestinal obstruction disorder (TM2),-
155,152,AAC-15,ekA~ggavAtaH,(a) ekāṅgavātaḥ,एकाङ्गवातः,-,-,-,Monoplegia disorder (TM2) ⇒,-
156,153,AAC-16,kalAyakha~jjaH,(a) kalāyakhañjaḥ,कलायखञ्जः,-,-,-,Lathyrism disorder (TM2) ⇒,-
157,154,AAC-17,kroShTukaSIrShaH,(a) kroṣṭukaśīrṣaḥ,क्रोष्टुकशीर्षः,-,-,-,Swollen knee deformity disorder (TM2) ⇒,-
158,155,AAC-18,kha~jjaH/kha~jjatvam,(a) khañjaḥ (a) khañjatvam,खञ्जः/खञ्जत्वम्,-,-,-,Lameness (unilateral) disorder (TM2) ⇒,-
159,156,AAC-19,khallI,(a) khallī,खल्ली,-,"It is characterised by severe spamodic, cramp like pain in upper or lower limb muscles. It may be shifting in nature. This may be explained by: (a) Severe vitiation of vatadosha.",-,"Muscle pain, twisting disorder (TM2)",-
160,157,AAC-20,gRudhrasI,(a) gṛdhrasī,गृध्रसी,-,"It is characterised by moderate to severe pain, starting from acetabulum of hip bone, mainly travelling laterally to ankle joint and rarely radiating from the medial side of thigh. This may be explained by: (a) Vitiation of vata affecting nerves, tendons, muscles of leg; may be associated with vitiated kapha (resulting in mild pain).",-,Sciatica disorder (TM2),-
161,158,AAC-20.1,vAtikagRudhrasI,vātikagr̥dhrasī,वातिकगृध्रसी,-,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]",-,gRudhrasI due to vāṭa,-
162,159,AAC-20.2,vAtakaPaja-gRudhrasI,vātakaphaja-gr̥dhrasī,वातकफज-गृध्रसी,-,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], tandrā [drowsiness/lassitude], gauravam [heaviness], arōcakaḥ/bhaktadvēṣaḥ [tastelessness/aversion to food], vahnimārdavam [diminution of agni /hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]",-,gRudhrasI due to vāta and kapha,-
163,160,AAC-21,jihvAstamBaH,(a) jihvāstambhaḥ,जिह्वास्तम्भः,-,-,-,Tongue paralysis disorder (TM2) ⇒,-
164,161,SM83,tUnI,(a) tūnī,तूनी,-,"It is characterised by spasmodic pain in loin radiating to pubic region and thigh. It may be associated with haematuria, chills and fever. This may be explained by: (a) Obstruction of urinary passage (due to renal calculi) aggravates vata leading to spasmodic pain.",-,Renal colic disorder (TM2),-
165,162,AAC-239,daNDApatAnakaH,(a) daṇḍāpatānakaḥ,दण्डापतानकः,-,-,-,Orthotonus with rod like stiffness disorder (TM2) ⇒,-
166,163,SK22,pakShAghAta/pakShavadhaH,(a) pakṣāghāta (a) pakṣavadhaḥ,पक्षाघात/पक्षवधः,-,"It is characterised by loss of mobility or flaccidity of one side of the body. May be associated with difficulty in swallowing, speech, deranged cognitive functions, tactile sensation. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor, sensory and cognitive functions.",-,Hemiplegia disorder (TM2),-
167,164,AAC-24.1,kaPAnvitapakShAghAtaH,kaphānvitapakṣāghātaḥ,कफान्वितपक्षाघातः,-,"the disorder is characterized by śaitya [cold on touch on affected side of body], śōtha [oedema], gurutva [heaviness]",-,pakśāghāta due to kapha,-
168,165,AAC-24.2,pittAnvitapakShAghAtaH,pittānvitapakṣāghātaḥ,पित्तान्वितपक्षाघातः,-,"the disorder is characterized by dāhaḥ [burning sensation], santāpaḥ [burning sensation], mūrcchā [syncope/attacks of swooning]",-,pakśāghāta due to pitta,-
169,166,AAC-24.3,bAla-pakShAghAtaH,bāla-pakṣāghātaḥ,बाल-पक्षाघातः,-,-,-,hemiplegia in children,-
170,167,AAC-25,pAdadAhaH,(a) pādadāhaḥ,पाददाहः,-,-,-,Burning feet disorder (TM2) ⇒,-
171,168,AAC-26,pAdaharShaH,(a) pādaharṣaḥ,पादहर्षः,-,-,-,Tingling feet disorder (TM2) ⇒,-
172,169,AAC-27,pratitUnI,(a) pratitūnī,प्रतितूनी,-,-,-,Colicky pain radiating towards bladder and upwards to abdomen disorder (TM2) ⇒,-
173,170,AAC-28,pratyaShThIlA,pratyaṣṭhīlā,प्रत्यष्ठीला,-,"the disorder is characterized by rujaḥ/atyugrarujā [pain/excessive pain], aṣṭhīlāvat ghanaṁ granthi [stony hard round shaped gland], vāta-rōdhanam/vātanirōdhaḥ [obstruction to flatus], viḍ-rōdhanam [obstruction to feces], mūtra-rōdhanam [obstruction in passage of urine], āṭōpaḥ [gurgling sound of the intestines/barborygmus], udarādhmānam [distention of abdomen]",-,prostatic hyperplasia,-
174,171,AAC-29,vraNAyAmaH,vraṇāyāmaḥ,व्रणायामः,-,-,-,post-traumatic convulsion,-
175,172,SK21,pa~gguH,(a) paṅguḥ,पङ्गुः,-,"It is characterised by flaccidity, loss of function in both lower limbs. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor functions.",-,Paraplegia disorder (TM2),-
176,173,SL21,minminaH,(a) minminaḥ,मिन्मिनः,-,"It is characterised by hypernasal voice leading to nasal twang. This may be explained by: (a) Obstruction to oral, nasal passages, vitiation of vata.",-,Hypernasal speech disorder (TM2),-
177,174,AAC-32,manyAstamBaH,manyāstambhaḥ,मन्यास्तम्भः,-,the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck],-,stiff neck/torticollis/wry neck,-
178,175,SL07,mUkatvam,(a) mūkatvam,मूकत्वम्,-,It is characterised by inability to speak. This may be explained by: (a) Vatadosha and kaphadosha affecting speech faculties.,-,Speech disorder (TM2),-
179,176,SP40,vAtakaNTakam,(a) vātakaṇṭakam,वातकण्टकम्,-,It is characterised by pain in heel especially during walking. This may be explained by: (a) Increased vatadosha affecting the heel.,-,Achillodynia disorder (TM2),-
180,177,SK51,viSvAcI,(a) viśvācī,विश्वाची,-,"It is characterised by pain in the neck, throat radiating up to the upper limbs, restricted movements. May be associated with, insomnia, temporary loss of hearing, memory. This may be explained by: (a) vitiation of vatadosha, pittadosha affecting neck, upper arms.",-,Cervicobrachial pain disorder (TM2),-
181,178,SK52,kampaH/vepathuH,(a) kampaḥ,कम्पः/वेपथुः,-,"It is characterised by tremors, rigidity, and may be associated with dryness of the skin and insomnia. This may be explained by: (a) aggravation of vata affecting the motor system.",Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2],Tremor disorder (TM2),-
182,179,AAC-37,SirograhaH,śirōgrahaḥ,शिरोग्रहः,-,-,-,head and neck rigidity,-
183,180,AAC-38,sarvA~ggavAtaH/sarvA~ggarogaH,(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ,सर्वाङ्गवातः/सर्वाङ्गरोगः,-,-,-,Total body paralysis disorder (TM2) ⇒/Quadriplegia (TM2),-
184,181,AAC-39,sirAgrahaH,(a) sirāgrahaḥ,सिराग्रहः,-,-,-,Vasoconstriction disorder (TM2) ⇒,-
185,182,AAC-40,hanugrahaH/hanusraMsa,(a) hanugrahaḥ (a) hanusraṃsa,हनुग्रहः/हनुस्रंस,-,-,-,Lock-jaw disorder (TM2) ⇒,Trismus (TM2)
186,183,SR20,AvRuta-vAtaH/AvaraNavAta,(a) āvaraṇa,आवृत-वातः/आवरणवात,-,"It is characterised by hampering of the normal functioning of the dosha leading to local or systemic symptoms. This may be explained the occlusion of the free flowing and all-pervading Vata dosha or subtype of it by one another or by Pitta, Kapha, tissues, food and excreta.",-,Pattern of occlusion (TM2),-
187,184,AAD-1,anyonyAvaraNaH/paraspara-AvaraNaH,anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ,अन्योन्यावरणः/परस्पर-आवरणः,-,-,-,mutual occlusion of vāta,-
188,185,AAD-1.1,prANAvRutavyAnavAtaH,prāṇāvr̥tavyānavātaḥ,प्राणावृतव्यानवातः,-,"the disorder is characterized by sarvēndriyāṇāṁ śūnyatva [loss of ability of sense organs], smr̥tikṣayaḥ [loss of memory], balakṣayaḥ [loss of physical strength or weakness]",-,disorders of vyānavāta occluded by prāṇāvāta,-
